PD_ID,comment_date,industry,warning_signal_comment,pd_grade_before,pd_grade_after,grade_change,migration,true_theme,topic_id,topic_label
PD101217,2024-08-26,Retail,Springing covenant triggered as revolver utilization exceeded 32%. Borrower is now subject to full quarterly covenant testing and failed the first leverage test.,5,8,3,Downgrade,covenant_breach,5,covenant / test / revolver utilization / discrepancies approximately
PD101218,2024-02-16,Commercial Real Estate,Borrower has fully drawn the revolver with utilization at 89%. Cash position declined to $9M and liquidity runway is under 8 months without additional support.,12,12,0,No Change,liquidity_stress,16,position / revolver utilization / revolver / additional
PD101219,2024-02-21,Oil & Gas,Regulatory investigation opened into billing practices. Legal reserves increased by $5M this quarter; reputational impact on new bookings possible.,3,5,2,Downgrade,legal_regulatory,10,auditor / inventory / period / counsel
PD101220,2024-03-06,Retail,Top customer representing 39% of revenue did not renew its contract at term. Replacement pipeline covers less than half of the lost volume.,5,7,2,Downgrade,customer_concentration,1,sales / lowered fullyear / fullyear / continues
PD101221,2024-08-13,Retail,Audited financial statements are 123 days past due. Auditor cited unresolved revenue recognition matters; a going concern qualification has not been ruled out.,7,9,2,Downgrade,reporting_delinquency,9,ebitda / qualified / compliance / missed
PD101222,2025-02-15,Technology,Topline deterioration continues for a third consecutive quarter. Sales down 21% and order backlog thinning. Management lowered full-year guidance materially.,7,9,2,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101223,2024-08-06,Manufacturing,CFO resigned abruptly in Q2 2025 with no permanent successor named; interim finance lead has limited sector experience. Second C-suite departure in twelve months.,5,6,1,Downgrade,management_turnover,3,capital / operating / days / borrowing
PD101224,2024-10-07,Healthcare,Operational restructuring complete; plant consolidation yields $10M of annualized savings. Order intake trending 20% above prior year.,8,8,0,No Change,performance_improvement,11,customer / concentration / product / order
PD101225,2024-06-17,Construction,"Adverse arbitration ruling requires payment of $15M within 90 days, straining liquidity. Appeal under consideration but counsel views prospects as limited.",7,8,1,Downgrade,legal_regulatory,10,auditor / inventory / period / counsel
PD101226,2024-04-12,Wholesale Trade,Debt maturity wall approaching; 77% of funded debt comes due within 18 months. Sponsor exploring amend-and-extend but lender appetite is uncertain.,8,8,0,No Change,refinancing_risk,20,debt / sponsor / months / 
PD101227,2025-05-13,Retail,Margin erosion accelerating; operating margin at 4% versus 14% prior year. Competitive discounting in the sector shows no sign of abating.,8,9,1,Downgrade,revenue_decline,0,sector / margin / outlook / operating
PD101228,2024-10-17,Transportation,Borrower has fully drawn the revolver with utilization at 85%. Cash position declined to $4M and liquidity runway is under 3 months without additional support.,8,8,0,No Change,liquidity_stress,16,position / revolver utilization / revolver / additional
PD101229,2024-07-30,Healthcare,Repeated delays in delivering compliance certificates and monthly borrowing base certificates. Finance function appears under-resourced following staff departures.,7,9,2,Downgrade,reporting_delinquency,3,capital / operating / days / borrowing
PD101230,2024-09-01,Healthcare,Commodity price downturn pressuring the entire sub-sector. Rig counts and shipment volumes at multi-year lows; borrower hedges roll off in 4 quarters.,6,7,1,Downgrade,industry_headwinds,0,sector / margin / outlook / operating
PD101231,2024-07-03,Business Services,Ownership dispute among family shareholders is distracting management. Succession plan remains undocumented despite repeated requests at annual review.,4,7,3,Downgrade,management_turnover,6,annual / raised / repeated / concerns
PD101232,2024-11-04,Technology,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $5M of revolver availability to fund payroll. Treasury reports minimal headroom.,9,11,2,Downgrade,liquidity_stress,2,headroom / concerns / missed / revolver
PD101233,2024-04-30,Hospitality,Same-store sales fell 5% and foot traffic remains weak. Inventory build of $40M raises markdown risk into next season.,6,6,0,No Change,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101234,2025-06-03,Commercial Real Estate,Borrower has fully drawn the revolver with utilization at 96%. Cash position declined to $15M and liquidity runway is under 9 months without additional support.,8,11,3,Downgrade,liquidity_stress,16,position / revolver utilization / revolver / additional
PD101235,2024-08-01,Oil & Gas,Repeated delays in delivering compliance certificates and monthly borrowing base certificates. Finance function appears under-resourced following staff departures.,10,11,1,Downgrade,reporting_delinquency,3,capital / operating / days / borrowing
PD101236,2024-06-01,Wholesale Trade,Audited financial statements are 84 days past due. Auditor cited unresolved revenue recognition matters; a going concern qualification has not been ruled out.,8,8,0,No Change,reporting_delinquency,9,ebitda / qualified / compliance / missed
PD101237,2024-02-14,Manufacturing,Largest customer filed for bankruptcy protection; receivable exposure of $18M likely impaired. Trade credit insurance covers only a portion.,4,7,3,Downgrade,customer_concentration,4,exposure / filed / new / approximately
PD101238,2024-12-08,Agriculture,"Sponsor injected $51M of fresh equity, curing the covenant breach and funding the growth capex program. Liquidity restored to $56M.",12,11,-1,Upgrade,deleveraging,17,fccr / equity / breach / sponsor
PD101239,2024-02-23,Hospitality,Minimum EBITDA covenant missed by 9%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,9,9,0,No Change,covenant_breach,9,ebitda / qualified / compliance / missed
PD101240,2025-06-11,Retail,Fixed charge coverage covenant violation reported. FCCR of 0.8x versus required 1.10x. This is the second consecutive quarterly breach; amendment discussions ongoing.,7,7,0,No Change,covenant_breach,17,fccr / equity / breach / sponsor
PD101241,2025-03-31,Agriculture,Top customer representing 53% of revenue did not renew its contract at term. Replacement pipeline covers less than half of the lost volume.,4,6,2,Downgrade,customer_concentration,1,sales / lowered fullyear / fullyear / continues
PD101242,2024-11-29,Commercial Real Estate,"Leverage remains elevated at 6.3x with no clear deleveraging path. PIK toggle exercised on the mezzanine tranche this period, growing the debt stack.",7,8,1,Downgrade,refinancing_risk,8,period / debt / elevated / leverage
PD101243,2025-01-19,Commercial Real Estate,Borrower breached the maximum leverage covenant in Q3 2024; reported 4.8x against a 4.2x threshold. Waiver request under negotiation with the bank group.,6,8,2,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD101244,2025-03-22,Healthcare,Revenue contracted 25% year over year driven by softening demand. Gross margin compressed 449 bps on input cost inflation the borrower could not pass through.,7,8,1,Downgrade,revenue_decline,18,pass / demand / margin / cost
PD101245,2025-01-17,Healthcare,New tariffs raise landed costs approximately 24% on the borrower's primary import lines. Ability to pass through to customers is unproven.,2,3,1,Downgrade,industry_headwinds,4,exposure / filed / new / approximately
PD101246,2024-10-03,Commercial Real Estate,"Adverse arbitration ruling requires payment of $17M within 90 days, straining liquidity. Appeal under consideration but counsel views prospects as limited.",7,7,0,No Change,legal_regulatory,10,auditor / inventory / period / counsel
PD101247,2024-03-02,Oil & Gas,Significant cash burn observed. Unrestricted cash fell 38% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,7,7,0,No Change,liquidity_stress,12,cash / significant / capex / monitoring
PD101248,2025-04-14,Transportation,Borrower delinquent on quarterly reporting for the second time this year. Field exam identified borrowing base discrepancies of approximately $3M.,7,9,2,Downgrade,reporting_delinquency,3,capital / operating / days / borrowing
PD101249,2024-06-23,Agriculture,Asset sale proceeds of $112M applied to term debt. Leverage reduced to 2.3x from 4.4x at last review.,12,11,-1,Upgrade,deleveraging,7,refinancing risk / risk elevated / trade / capital
PD101250,2025-06-18,Construction,Cash flow from operations insufficient to cover fixed charges this cycle. FCCR dropped to 0.9x. Sponsor has been approached for an equity injection to shore up liquidity.,6,6,0,No Change,liquidity_stress,17,fccr / equity / breach / sponsor
PD101251,2024-10-12,Manufacturing,Fixed charge coverage covenant violation reported. FCCR of 0.9x versus required 1.10x. This is the second consecutive quarterly breach; amendment discussions ongoing.,3,5,2,Downgrade,covenant_breach,17,fccr / equity / breach / sponsor
PD101252,2024-08-15,Agriculture,Same-store sales fell 12% and foot traffic remains weak. Inventory build of $20M raises markdown risk into next season.,9,9,0,No Change,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101253,2025-04-26,Business Services,Operating cash flow turned negative in Q1 2025. Working capital squeeze evident; payables stretched beyond 62 days and the borrower requested a temporary overadvance.,5,5,0,No Change,liquidity_stress,3,capital / operating / days / borrowing
PD101254,2025-05-05,Business Services,Prolonged softness in the freight market; spot rates below breakeven for 3 consecutive quarters. Fleet utilization at 73%.,6,7,1,Downgrade,industry_headwinds,13,hedges / rates / market / quarters
PD101255,2024-01-13,Business Services,Revenue contracted 24% year over year driven by softening demand. Gross margin compressed 403 bps on input cost inflation the borrower could not pass through.,7,9,2,Downgrade,revenue_decline,18,pass / demand / margin / cost
PD101256,2024-10-29,Commercial Real Estate,"Interest burden up sharply post rate resets; cash interest coverage at 1.6x. Hedges expired and were not replaced, leaving full floating-rate exposure.",5,5,0,No Change,refinancing_risk,13,hedges / rates / market / quarters
PD101257,2024-01-25,Construction,Borrower breached the maximum leverage covenant in Q1 2025; reported 6.5x against a 3.7x threshold. Waiver request under negotiation with the bank group.,8,11,3,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD101258,2025-02-19,Healthcare,"Regulatory change effective next year is expected to reduce reimbursement rates by 7%, directly compressing borrower revenue in its core segment.",9,10,1,Downgrade,industry_headwinds,14,regulatory / rates / revenue / multiyear
PD101259,2024-01-02,Wholesale Trade,Significant cash burn observed. Unrestricted cash fell 70% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,5,6,1,Downgrade,liquidity_stress,12,cash / significant / capex / monitoring
PD101260,2024-12-06,Hospitality,Top customer representing 37% of revenue did not renew its contract at term. Replacement pipeline covers less than half of the lost volume.,7,9,2,Downgrade,customer_concentration,1,sales / lowered fullyear / fullyear / continues
PD101261,2024-07-31,Wholesale Trade,Borrower breached the maximum leverage covenant in Q3 2025; reported 6.8x against a 4.2x threshold. Waiver request under negotiation with the bank group.,4,4,0,No Change,covenant_breach,19,covenants / covenant / test / additional
PD101262,2024-02-26,Hospitality,Successful refinancing completed; maturities extended to 2031 at improved pricing. Near-term refinancing risk eliminated.,8,6,-2,Upgrade,deleveraging,15,refinancing / committed / market / term
PD101263,2025-01-27,Technology,EBITDA declined 43% versus plan on volume weakness and pricing pressure. Cost reduction program announced but savings not yet visible in results.,6,6,0,No Change,revenue_decline,21,pricing pressure / pressure / visible results / visible
PD101264,2025-01-09,Technology,Repeated delays in delivering compliance certificates and monthly borrowing base certificates. Finance function appears under-resourced following staff departures.,8,10,2,Downgrade,reporting_delinquency,3,capital / operating / days / borrowing
PD101265,2024-07-28,Healthcare,Regulatory investigation opened into billing practices. Legal reserves increased by $40M this quarter; reputational impact on new bookings possible.,7,8,1,Downgrade,legal_regulatory,10,auditor / inventory / period / counsel
PD101266,2025-05-04,Business Services,Significant cash burn observed. Unrestricted cash fell 45% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,10,10,0,No Change,liquidity_stress,12,cash / significant / capex / monitoring
PD101267,2024-08-02,Business Services,Ownership dispute among family shareholders is distracting management. Succession plan remains undocumented despite repeated requests at annual review.,7,8,1,Downgrade,management_turnover,6,annual / raised / repeated / concerns
PD101268,2025-03-09,Oil & Gas,Operating cash flow turned negative in Q3 2025. Working capital squeeze evident; payables stretched beyond 117 days and the borrower requested a temporary overadvance.,5,9,4,Downgrade,liquidity_stress,3,capital / operating / days / borrowing
PD101269,2025-05-28,Hospitality,Borrower has fully drawn the revolver with utilization at 87%. Cash position declined to $7M and liquidity runway is under 5 months without additional support.,10,11,1,Downgrade,liquidity_stress,16,position / revolver utilization / revolver / additional
PD101270,2024-10-26,Construction,Sector outlook deteriorating; industry volumes down 15% and two regional competitors filed for Chapter 11 this year. Borrower exposed to the same demand drivers.,3,3,0,No Change,industry_headwinds,0,sector / margin / outlook / operating
PD101271,2025-04-13,Retail,Material weakness in internal controls disclosed. Segregation of duties issues in the treasury function; remediation plan requested by Q3 2024.,4,6,2,Downgrade,reporting_delinquency,2,headroom / concerns / missed / revolver
PD101272,2024-10-22,Retail,Sector outlook deteriorating; industry volumes down 14% and two regional competitors filed for Chapter 11 this year. Borrower exposed to the same demand drivers.,12,14,2,Downgrade,industry_headwinds,0,sector / margin / outlook / operating
PD101273,2024-07-28,Hospitality,Borrower breached the maximum leverage covenant in Q2 2025; reported 4.8x against a 3.6x threshold. Waiver request under negotiation with the bank group.,10,11,1,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD101274,2024-05-15,Construction,Audited financial statements are 97 days past due. Auditor cited unresolved revenue recognition matters; a going concern qualification has not been ruled out.,9,9,0,No Change,reporting_delinquency,9,ebitda / qualified / compliance / missed
PD101275,2024-01-22,Oil & Gas,"Auditor issued a qualified opinion related to inventory valuation. Management restated prior period results, reducing retained earnings by $16M.",8,10,2,Downgrade,reporting_delinquency,10,auditor / inventory / period / counsel
PD101276,2024-08-25,Hospitality,Borrower delinquent on quarterly reporting for the second time this year. Field exam identified borrowing base discrepancies of approximately $3M.,5,5,0,No Change,reporting_delinquency,3,capital / operating / days / borrowing
PD101277,2024-11-30,Construction,Financial covenants tripped at the Q4 2025 test date. The borrower requested a covenant holiday through year end. Pricing step-up and additional reporting agreed as conditions.,11,12,1,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD101278,2024-05-15,Oil & Gas,Prolonged softness in the freight market; spot rates below breakeven for 6 consecutive quarters. Fleet utilization at 74%.,3,4,1,Downgrade,industry_headwinds,13,hedges / rates / market / quarters
PD101279,2025-01-15,Oil & Gas,Debt maturity wall approaching; 56% of funded debt comes due within 18 months. Sponsor exploring amend-and-extend but lender appetite is uncertain.,7,8,1,Downgrade,refinancing_risk,20,debt / sponsor / months / 
PD101280,2024-06-19,Agriculture,Turnaround gaining traction: EBITDA up 24% year over year and margins recovered to 14%. Cost actions delivered ahead of plan.,7,4,-3,Upgrade,performance_improvement,9,ebitda / qualified / compliance / missed
PD101281,2024-06-06,Healthcare,Operating cash flow turned negative in Q3 2024. Working capital squeeze evident; payables stretched beyond 71 days and the borrower requested a temporary overadvance.,9,13,4,Downgrade,liquidity_stress,3,capital / operating / days / borrowing
PD101282,2024-11-20,Agriculture,CEO transition announced amid board disagreement over strategy. Key-person risk elevated given founder's central role in top customer relationships.,9,9,0,No Change,management_turnover,6,annual / raised / repeated / concerns
PD101283,2024-07-29,Hospitality,Fixed charge coverage covenant violation reported. FCCR of 0.9x versus required 1.10x. This is the second consecutive quarterly breach; amendment discussions ongoing.,9,11,2,Downgrade,covenant_breach,17,fccr / equity / breach / sponsor
PD101284,2024-12-18,Healthcare,Audited financial statements are 145 days past due. Auditor cited unresolved revenue recognition matters; a going concern qualification has not been ruled out.,6,9,3,Downgrade,reporting_delinquency,9,ebitda / qualified / compliance / missed
PD101285,2024-06-15,Hospitality,Key customer initiated in-sourcing of the borrower's product line. Customer concentration remains high with top three accounts at 64% of sales.,7,9,2,Downgrade,customer_concentration,11,customer / concentration / product / order
PD101286,2025-05-26,Healthcare,Financial covenants tripped at the Q1 2024 test date. The borrower requested a covenant holiday through year end. Pricing step-up and additional reporting agreed as conditions.,5,6,1,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD101287,2025-06-03,Technology,Minimum EBITDA covenant missed by 18%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,8,8,0,No Change,covenant_breach,9,ebitda / qualified / compliance / missed
PD101288,2024-05-30,Agriculture,"Auditor issued a qualified opinion related to inventory valuation. Management restated prior period results, reducing retained earnings by $18M.",11,11,0,No Change,reporting_delinquency,10,auditor / inventory / period / counsel
PD101289,2025-05-05,Manufacturing,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $13M of revolver availability to fund payroll. Treasury reports minimal headroom.,4,6,2,Downgrade,liquidity_stress,2,headroom / concerns / missed / revolver
PD101290,2024-01-26,Transportation,Topline deterioration continues for a third consecutive quarter. Sales down 25% and order backlog thinning. Management lowered full-year guidance materially.,10,10,0,No Change,revenue_decline,13,hedges / rates / market / quarters
PD101291,2024-04-04,Technology,Cash flow from operations insufficient to cover fixed charges this cycle. FCCR dropped to 0.9x. Sponsor has been approached for an equity injection to shore up liquidity.,10,13,3,Downgrade,liquidity_stress,17,fccr / equity / breach / sponsor
PD101292,2025-06-23,Commercial Real Estate,Top customer representing 44% of revenue did not renew its contract at term. Replacement pipeline covers less than half of the lost volume.,12,12,0,No Change,customer_concentration,1,sales / lowered fullyear / fullyear / continues
PD101293,2025-04-01,Wholesale Trade,"Refinancing risk elevated. The borrower's bonds trade at 61 cents on the dollar, signaling constrained capital markets access.",8,8,0,No Change,refinancing_risk,7,refinancing risk / risk elevated / trade / capital
PD101294,2025-05-17,Technology,Successful refinancing completed; maturities extended to 2031 at improved pricing. Near-term refinancing risk eliminated.,5,4,-1,Upgrade,deleveraging,15,refinancing / committed / market / term
PD101295,2024-02-27,Wholesale Trade,OFAC compliance review identified potential sanctions exposure in an overseas subsidiary. Enhanced monitoring in place pending outside counsel findings.,6,8,2,Downgrade,legal_regulatory,4,exposure / filed / new / approximately
PD101296,2025-03-13,Technology,Financial covenants tripped at the Q4 2024 test date. The borrower requested a covenant holiday through year end. Pricing step-up and additional reporting agreed as conditions.,12,14,2,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD101297,2024-12-19,Technology,Minimum EBITDA covenant missed by 19%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,9,9,0,No Change,covenant_breach,9,ebitda / qualified / compliance / missed
PD101298,2024-03-30,Commercial Real Estate,EBITDA declined 29% versus plan on volume weakness and pricing pressure. Cost reduction program announced but savings not yet visible in results.,4,5,1,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101299,2025-03-10,Business Services,Voluntary prepayment of $63M made this quarter. FCCR improved to 2.3x and all covenants passed with comfortable headroom.,8,6,-2,Upgrade,deleveraging,10,auditor / inventory / period / counsel
PD101300,2024-11-06,Construction,Same-store sales fell 9% and foot traffic remains weak. Inventory build of $10M raises markdown risk into next season.,9,11,2,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101301,2025-01-19,Retail,"Leverage remains elevated at 8.0x with no clear deleveraging path. PIK toggle exercised on the mezzanine tranche this period, growing the debt stack.",7,7,0,No Change,refinancing_risk,8,period / debt / elevated / leverage
PD101302,2025-04-18,Business Services,Borrower has fully drawn the revolver with utilization at 98%. Cash position declined to $12M and liquidity runway is under 5 months without additional support.,10,13,3,Downgrade,liquidity_stress,16,position / revolver utilization / revolver / additional
PD101303,2025-01-25,Oil & Gas,Material weakness in internal controls disclosed. Segregation of duties issues in the treasury function; remediation plan requested by Q2 2024.,7,7,0,No Change,reporting_delinquency,2,headroom / concerns / missed / revolver
PD101304,2024-11-05,Agriculture,Margin erosion accelerating; operating margin at 4% versus 8% prior year. Competitive discounting in the sector shows no sign of abating.,11,12,1,Downgrade,revenue_decline,0,sector / margin / outlook / operating
PD101305,2025-04-19,Commercial Real Estate,Key customer initiated in-sourcing of the borrower's product line. Customer concentration remains high with top three accounts at 65% of sales.,6,6,0,No Change,customer_concentration,11,customer / concentration / product / order
PD101306,2025-04-28,Retail,Borrower breached the maximum leverage covenant in Q1 2024; reported 5.3x against a 4.5x threshold. Waiver request under negotiation with the bank group.,8,9,1,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD101307,2025-05-18,Business Services,Borrower returned to profitability after two loss-making years. Cash conversion improved and the revolver is now undrawn.,10,8,-2,Upgrade,performance_improvement,16,position / revolver utilization / revolver / additional
PD101308,2024-03-09,Agriculture,Strong Q1 2024 results with revenue growth of 16% and record backlog of $292M. Guidance raised for the full year.,6,5,-1,Upgrade,performance_improvement,0,sector / margin / outlook / operating
PD101309,2024-09-21,Wholesale Trade,"Sponsor injected $89M of fresh equity, curing the covenant breach and funding the growth capex program. Liquidity restored to $91M.",4,1,-3,Upgrade,deleveraging,14,regulatory / rates / revenue / multiyear
PD101310,2024-01-18,Oil & Gas,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $6M of revolver availability to fund payroll. Treasury reports minimal headroom.,5,7,2,Downgrade,liquidity_stress,2,headroom / concerns / missed / revolver
PD101311,2025-04-17,Business Services,Fixed charge coverage covenant violation reported. FCCR of 0.9x versus required 1.10x. This is the second consecutive quarterly breach; amendment discussions ongoing.,9,10,1,Downgrade,covenant_breach,17,fccr / equity / breach / sponsor
PD101312,2024-10-06,Technology,Regulatory investigation opened into billing practices. Legal reserves increased by $27M this quarter; reputational impact on new bookings possible.,9,10,1,Downgrade,legal_regulatory,10,auditor / inventory / period / counsel
PD101313,2024-12-30,Manufacturing,"Adverse arbitration ruling requires payment of $45M within 90 days, straining liquidity. Appeal under consideration but counsel views prospects as limited.",6,8,2,Downgrade,legal_regulatory,10,auditor / inventory / period / counsel
PD101314,2024-03-19,Hospitality,"Refinancing risk elevated. The borrower's bonds trade at 64 cents on the dollar, signaling constrained capital markets access.",7,9,2,Downgrade,refinancing_risk,7,refinancing risk / risk elevated / trade / capital
PD101315,2024-06-20,Hospitality,Topline deterioration continues for a third consecutive quarter. Sales down 13% and order backlog thinning. Management lowered full-year guidance materially.,12,14,2,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101316,2024-11-04,Oil & Gas,Commodity price downturn pressuring the entire sub-sector. Rig counts and shipment volumes at multi-year lows; borrower hedges roll off in 3 quarters.,6,7,1,Downgrade,industry_headwinds,0,sector / margin / outlook / operating
PD101317,2024-12-26,Healthcare,Key customer initiated in-sourcing of the borrower's product line. Customer concentration remains high with top three accounts at 53% of sales.,7,9,2,Downgrade,customer_concentration,11,customer / concentration / product / order
PD101318,2025-02-25,Technology,Term loan of $120M matures in 14 months with no committed refinancing. Current leverage of 5.7x makes a market refinance challenging.,9,11,2,Downgrade,refinancing_risk,15,refinancing / committed / market / term
PD101319,2024-07-11,Hospitality,Strong Q1 2024 results with revenue growth of 12% and record backlog of $297M. Guidance raised for the full year.,9,7,-2,Upgrade,performance_improvement,0,sector / margin / outlook / operating
PD101320,2024-04-26,Transportation,Cash flow from operations insufficient to cover fixed charges this cycle. FCCR dropped to 0.8x. Sponsor has been approached for an equity injection to shore up liquidity.,9,12,3,Downgrade,liquidity_stress,17,fccr / equity / breach / sponsor
PD101321,2024-05-14,Manufacturing,"Interest burden up sharply post rate resets; cash interest coverage at 1.5x. Hedges expired and were not replaced, leaving full floating-rate exposure.",8,8,0,No Change,refinancing_risk,13,hedges / rates / market / quarters
PD101322,2025-01-06,Healthcare,Minimum EBITDA covenant missed by 19%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,7,9,2,Downgrade,covenant_breach,9,ebitda / qualified / compliance / missed
PD101323,2024-12-16,Healthcare,"Regulatory change effective next year is expected to reduce reimbursement rates by 14%, directly compressing borrower revenue in its core segment.",6,8,2,Downgrade,industry_headwinds,14,regulatory / rates / revenue / multiyear
PD101324,2024-05-25,Business Services,Financial covenants tripped at the Q1 2024 test date. The borrower requested a covenant holiday through year end. Pricing step-up and additional reporting agreed as conditions.,7,10,3,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD101325,2024-03-21,Transportation,Fixed charge coverage covenant violation reported. FCCR of 0.8x versus required 1.10x. This is the second consecutive quarterly breach; amendment discussions ongoing.,7,11,4,Downgrade,covenant_breach,17,fccr / equity / breach / sponsor
PD101326,2025-05-10,Transportation,Audited financial statements are 69 days past due. Auditor cited unresolved revenue recognition matters; a going concern qualification has not been ruled out.,10,10,0,No Change,reporting_delinquency,9,ebitda / qualified / compliance / missed
PD101327,2025-06-09,Agriculture,Class action lawsuit filed alleging product defects; potential exposure estimated at $60M. Insurance coverage position remains unclear.,6,6,0,No Change,legal_regulatory,4,exposure / filed / new / approximately
PD101328,2024-09-16,Manufacturing,Class action lawsuit filed alleging product defects; potential exposure estimated at $130M. Insurance coverage position remains unclear.,10,10,0,No Change,legal_regulatory,4,exposure / filed / new / approximately
PD101329,2024-04-08,Retail,Revenue contracted 19% year over year driven by softening demand. Gross margin compressed 491 bps on input cost inflation the borrower could not pass through.,8,8,0,No Change,revenue_decline,18,pass / demand / margin / cost
PD101330,2024-07-08,Wholesale Trade,Cash flow from operations insufficient to cover fixed charges this cycle. FCCR dropped to 0.7x. Sponsor has been approached for an equity injection to shore up liquidity.,9,11,2,Downgrade,liquidity_stress,17,fccr / equity / breach / sponsor
PD101331,2024-10-11,Agriculture,Significant cash burn observed. Unrestricted cash fell 31% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,7,7,0,No Change,liquidity_stress,12,cash / significant / capex / monitoring
PD101332,2025-05-27,Business Services,"Refinancing risk elevated. The borrower's bonds trade at 66 cents on the dollar, signaling constrained capital markets access.",5,6,1,Downgrade,refinancing_risk,7,refinancing risk / risk elevated / trade / capital
PD101333,2024-04-11,Agriculture,Operational restructuring complete; plant consolidation yields $12M of annualized savings. Order intake trending 26% above prior year.,9,7,-2,Upgrade,performance_improvement,11,customer / concentration / product / order
PD101334,2024-06-24,Hospitality,CFO resigned abruptly in Q2 2024 with no permanent successor named; interim finance lead has limited sector experience. Second C-suite departure in twelve months.,8,9,1,Downgrade,management_turnover,3,capital / operating / days / borrowing
PD101335,2025-05-31,Business Services,Revenue contracted 33% year over year driven by softening demand. Gross margin compressed 200 bps on input cost inflation the borrower could not pass through.,4,4,0,No Change,revenue_decline,18,pass / demand / margin / cost
PD101336,2024-07-08,Construction,"Regulatory change effective next year is expected to reduce reimbursement rates by 10%, directly compressing borrower revenue in its core segment.",9,10,1,Downgrade,industry_headwinds,14,regulatory / rates / revenue / multiyear
PD101337,2025-01-23,Transportation,Sector outlook deteriorating; industry volumes down 10% and two regional competitors filed for Chapter 11 this year. Borrower exposed to the same demand drivers.,4,5,1,Downgrade,industry_headwinds,0,sector / margin / outlook / operating
PD101338,2024-05-06,Construction,Asset sale proceeds of $156M applied to term debt. Leverage reduced to 2.3x from 4.2x at last review.,7,5,-2,Upgrade,deleveraging,7,refinancing risk / risk elevated / trade / capital
PD101339,2024-10-22,Hospitality,Term loan of $316M matures in 8 months with no committed refinancing. Current leverage of 6.2x makes a market refinance challenging.,4,7,3,Downgrade,refinancing_risk,15,refinancing / committed / market / term
PD101340,2025-01-29,Oil & Gas,CFO resigned abruptly in Q1 2025 with no permanent successor named; interim finance lead has limited sector experience. Second C-suite departure in twelve months.,6,8,2,Downgrade,management_turnover,3,capital / operating / days / borrowing
PD101341,2025-03-30,Commercial Real Estate,"Adverse arbitration ruling requires payment of $43M within 90 days, straining liquidity. Appeal under consideration but counsel views prospects as limited.",5,8,3,Downgrade,legal_regulatory,10,auditor / inventory / period / counsel
PD101342,2025-03-14,Commercial Real Estate,Ownership dispute among family shareholders is distracting management. Succession plan remains undocumented despite repeated requests at annual review.,9,9,0,No Change,management_turnover,6,annual / raised / repeated / concerns
PD101343,2025-01-11,Healthcare,Sector outlook deteriorating; industry volumes down 20% and two regional competitors filed for Chapter 11 this year. Borrower exposed to the same demand drivers.,9,9,0,No Change,industry_headwinds,0,sector / margin / outlook / operating
PD101344,2024-04-17,Transportation,Successful refinancing completed; maturities extended to 2031 at improved pricing. Near-term refinancing risk eliminated.,9,7,-2,Upgrade,deleveraging,15,refinancing / committed / market / term
PD101345,2025-02-14,Business Services,Same-store sales fell 7% and foot traffic remains weak. Inventory build of $12M raises markdown risk into next season.,4,5,1,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101346,2024-06-21,Retail,Cash flow from operations insufficient to cover fixed charges this cycle. FCCR dropped to 0.9x. Sponsor has been approached for an equity injection to shore up liquidity.,5,8,3,Downgrade,liquidity_stress,17,fccr / equity / breach / sponsor
PD101347,2025-02-17,Retail,Significant cash burn observed. Unrestricted cash fell 42% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,7,9,2,Downgrade,liquidity_stress,12,cash / significant / capex / monitoring
